dataset,real,name,family,ratio,comp,enc,dec,ok,embedded,neural,cost,pct_of_flac,xchan_gain
cemhsey_s1_d1t1,True,LMS4+Rice+acar_sel+bestpartner,cross-channel,1.955547153945561,4909112,5.222668848258801,2.094048384866557,True,OK,OK,0.043,166.9,
cemhsey_s1_d1t1,True,LMS4bc+Rice+xchan_bestpartner,temporal,1.9552540119368258,4909848,4.13591744892753,1.9434506141761518,True,OK,OK,0.1202,166.9,
cemhsey_s1_d1t1,True,LMS+Rice+xchan,cross-channel,1.955106677544663,4910218,6.104371234247889,2.102095301661935,True,OK,OK,0.0572,166.9,13.1
cemhsey_s1_d1t1,True,LMS4bcxm+Rice+xchan_bestpartner,temporal,1.9550210745162393,4910433,4.226586960691541,1.926953862749967,True,OK,OK,0.1189,166.9,
cemhsey_s1_d1t1,True,LMS+Rice+xchan_joint2,cross-channel,1.954269682294785,4912321,2.8150087668900263,1.5112649355152705,True,OK,OK,0.0366,166.8,
cemhsey_s1_d1t1,True,LMS4+Rice+xchan_bestpartner_adaptive,cross-channel,1.9539478906521912,4913130,1.8973335679237207,1.205218672172567,True,OK,OK,0.0387,166.8,
cemhsey_s1_d1t1,True,LMS4+Rice+xchan_mst,cross-channel,1.9531210263650993,4915210,1.2327297189125428,0.8729902842241792,True,OK,OK,0.0464,166.7,
cemhsey_s1_d1t1,True,LMS4+Rice+xchan_xlag,cross-channel,1.9523405207258233,4917175,0.7711759493366664,0.6179375706237413,True,OK,-,0.1063,166.7,
cemhsey_s1_d1t1,True,LMS4+Rice+xchan_jointbp2,cross-channel,1.9522595268739709,4917379,0.8546464564352538,0.6803892696872097,True,OK,OK,0.0468,166.7,
cemhsey_s1_d1t1,True,LMS4+Rice+xchan_bprank,cross-channel,1.9520971623827623,4917788,0.9439554940667089,0.7077057294325563,True,OK,OK,0.0554,166.6,
cemhsey_s1_d1t1,True,delta+Rice+xchan,cross-channel,1.88236696665583,5099962,6.946366031510559,2.2139328287916324,True,OK,OK,0.0127,160.7,12.2
cemhsey_s1_d1t1,True,zstd-19,,1.853665468992811,5178928,3.6461608526736624,329.99187900705044,True,ref,,,158.2,
cemhsey_s1_d1t1,True,LMS+Rice+acar,cross-channel,1.7434274148512774,5506395,5.504005142287847,1.9914746559299839,True,OK,OK,0.0559,148.8,
cemhsey_s1_d1t1,True,wavpack,,1.731258227985068,5545100,2.3164991340545313,inf,True,ref,,,147.8,
cemhsey_s1_d1t1,True,LMS+Rice,temporal,1.729317186314472,5551324,5.501311418497631,1.9437432612841226,True,OK,OK,0.0523,147.6,
cemhsey_s1_d1t1,True,fixed0-3+Rice,temporal,1.7087779567643577,5618050,2.0351573430634824,2.1220333093556865,True,OK,OK,0.0193,145.9,
cemhsey_s1_d1t1,True,gzip-9,,1.6930359962379329,5670287,13.037006255347697,260.34898023191926,True,ref,,,144.5,
cemhsey_s1_d1t1,True,mtscomp,,1.6786169036022769,5718994,12.074552818256986,161.5143095664012,True,ref,,,143.3,
cemhsey_s1_d1t1,True,delta+Rice,temporal,1.6779772822850694,5721174,4.784611195206572,2.0095304249401624,True,OK,OK,0.0079,143.2,
cemhsey_s1_d1t1,True,flac,,1.1714421441198424,8195027,2.2090424541383005,3.243363771040574,True,ref,,,100.0,
